name,city,state,latitude,longitude,rating,types,working_hours,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8
Michael Stellman,Las Vegas,NV,46.423669,-129.9427086,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOevof11dwYm047fLDKuZjoBysjYrxrqdi9ydQI=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMOkkjDRU_VQFpCdQumbtzwoQe2b8TN9Pg3nhqM=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOgMwLBS9cx4b9EVug2pWM9mqfirZt1shq4naDU=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOWlmAvmXzja7rV37HQmJ7pTHBf_vNHpY-6uqfh=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPIrRTcKwWgydaHgag0SO53O-xMi37v1oN_KqSG=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNLh62hmXcwdrZdwqa0FyMt8uh2iyLuVxEnQWJe=w205-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipMWD04cIh5j8-opzveKqFkJC1zyEVn_2RT5zAFI=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPAAG-D7Roe4-qSvDC8WvK3j5PDWNHa4FsZFWA5=w203-h270-k-no
Katrina,Henderson,NV,36.0124394,-120.5988934,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOSHNi4urGA4pCmEYTRTlJQp1RUhUIO915gsfVN=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMaRH_B59wkcU6_V45JUrZpzzTaZOyvzxNVG_MH=w216-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipMmj4EOwKSGP1iTwamSZbJnp4GwaaMjx1uGyKv7=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMCTpkG0_t3wKTGCngBoc-zBA_iJ7qhyvLsV-MD=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipOtiPI0QtO-T5P5blzt5kha2irdwLDWFz9yVL_d=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMn8WeGJC2o4Le8QNKvAczU1KTIF8_1t6-LtPAO=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNXD5lZvjLywa6e2oPA8dWBaMwqkuuAXojSbowf=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipNLyq5faGXztAtoedBYkjatTyEivnU7aSgiSXjS=w203-h135-k-no
Black Rabbit Rose,Las Vegas,NV,34.101771,-118.3321681,4.6,Magician; Bar; Performing arts theater; Restaurant,,https://lh5.googleusercontent.com/p/AF1QipMTuoAu9JZWLb-ICpSCY7JV4eOsWNroZ-lvESAa=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipP7RFyR-iLxptKqrz3E5Iecfj354BU9WDpXBX-E=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNcF6d9u8cZQW089FuYlSaS7aLPzO0STewT5ytt=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNfjyMP4CCRQdKTjxIQRwahGtQbM08d8C99Lu48=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOl7EwSg12BG3gubMwqoVJwzZCb5LvkOPfpwAJv=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNBbcuAT20O3NzNMn4ABsfvZLTc-Jx3o05JReIi=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNu2fN317EKEQGnsNVVDvNj1QQMIyYyVZwtv76-=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPzC9d9p5BnAHlNNh0m8g8yupVNR9WSIEU4lIRn=w203-h270-k-no
Zany Zoe,Las Vegas,NV,34.0417284,-118.2828908,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMXIxAeiOrH2vRtjS7bBnqmIgGFzopHwXk79VWA=w203-h252-k-no,https://lh5.googleusercontent.com/p/AF1QipPzTvtIlw38Un9OvmK_v9r6WO-C2R2Q19H167jK=w203-h253-k-no,https://lh5.googleusercontent.com/p/AF1QipPfVwsZu1JYjN04fmkM21fngGgReWIc3ZidQJqa=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOCA-gTj12DqetJeeF8Pl96xRWxrsUIramhgBZT=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPBFCPVyRBSIbyGhOXznezm3mz3uQUlrL7AMo1x=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMvSJrMDCGoYKSp-hfbzdDnG1mtUlSbVh6AtqEr=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipNH3wrnprak62AMJuinjWp2GFDtshJ_adGiPPJg=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOSyBg7zznbOzX1rvC6ZQr3M18im_4Sv7ht6op2=w203-h114-k-no
Paul Roffman,Las Vegas,NV,34.096421,-118.352085,5,Magician; Entertainer; Event planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOjO9ARKHedI3aToc7uzHu2g35YPuAF7TRdD68V=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipPZJaS1KT2nypbfn4IZ0MCScmccLrpze3ptBuCw=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPYDiQcAUVpOozQWIRcA5CneW8y-mbo6C_vXf2A=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOw2IEVjVVSGzGNL1VlqgHloZaAGre4iMxfbn1m=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPRVc601ZRu7PxKgmJLywoxz-aq6O6tB28Mxo07=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipO142UGypMMz1mPABKgNrqU4-8jvVUvJlbYbVuT=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPLz5ntd9UIdshruvrcSlj614hBPVsGsYrN9Uio=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPvktRx0K9Apzwjv8DzPpwne7zzRQ0IkVla7iLs=w203-h270-k-no
Johnny Wu,Las Vegas,NV,51.2072,-121.9883,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOk6XGnpErsGBD0X_mjfcWC5mdG3cE0acOMqtyo=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipP8aF9q5JFYxBmjknKv5ypiOUuPVsEcao4C2VUa=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipP_P6OQkdd6HWeSwd8THeYCDvMUZByj8lF-MzVV=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNWMveo-oF0S3fjYjCC50Sd3w6S2nGKWmNmwilB=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNEkcEKHiubi577DRQDQ4aig3i6IBqukIObtoHK=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOCXSLButdLOIvFZinUj8wkwPU8ua_UBlGHbx-Y=w203-h134-k-no,https://lh5.googleusercontent.com/p/AF1QipOkSpUFXBOhPsV9wdQxQOL5jc7dHSCYEDJAwblp=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOIlaynn4WTpuf6UOK9IC9sr6TEYUcvwaA6xa_x=w203-h128-k-no
Magic Tetro,Las Vegas,NV,33.786671,-118.2586442,5,Magician; Service establishment; Event planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipN0CyxBy7po5tGH4u9pAVURG5MuQPQDV0tSjnzi=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipPQYcLhsYWMuwPFkukAtPeQuCHAnM52dnZdvqXc=w203-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipORdxzvgdNSbCKG4sX0uTzBs_qWU4GfbPASElRk=w203-h156-k-no,https://lh5.googleusercontent.com/p/AF1QipOlhCxUKMp5_6GwDRxQ3wDtwXolcZQBVPnjgOwI=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMxkoBTambeMR5j5mwsLv9gCGhyJK3h4h_RoG88=w203-h253-k-no,https://lh5.googleusercontent.com/p/AF1QipM46oLR02dd-X_AjIUKwSEbf2ANeK8hhhoJRF4z=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOYOKStEoiLoGOxLWRbpWOGFDYQy87yW0HgLHvZ=w203-h145-k-no,https://lh5.googleusercontent.com/p/AF1QipNe39mYP4PAQLnfNY_37TrPWyBD7xphkoDWU1Vt=w203-h135-k-no
Simone Turkington,Las Vegas,NV,34.1060274,-118.2871593,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOnbZJDE-bmEbXZBQapl4NsOSt0xfHTFCz8jaRy=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNQiIs6z0arHXvoPmK6tXFE1x8TlkKB8g2CdD_t=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNnw5iSsEZ5sK_It5gsahAbRtoznok4zbnwddQk=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMIaXTAi-epIvZolih56TIYZ1x6Zt6JxlsbFL-W=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipP9y_HZR3YPRU1xJBp_0Jnn0kgyv5GArKjRFU63=w203-h258-k-no,https://lh5.googleusercontent.com/p/AF1QipMcyGcsYkI1TEb-s1rd2Dpw0y6vxHL-7OZM7Cuz=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMCSocc4527Ek_SHRkbqyZSGEbi_NnLqc4pwh5B=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOpIY0FGOJ65MkPk4LToNgm_zlqqcYIsHvOsH3Q=w203-h135-k-no
The magic Castle,Las Vegas,NV,34.104557,-118.3417885,4.7,Club; Association / Organization,"Tuesday: 5 PM–2 AM; Wednesday: 5 PM–2 AM; Thursday: 5 PM–2 AM; Friday: 5 PM–2 AM; Saturday: 10 AM–3:30 PM, 5 PM–2 AM; Sunday: 10 AM–3:30 PM, 5 PM–2 AM; Monday: 5 PM–2 AM",https://lh5.googleusercontent.com/p/AF1QipN4YoRT59VQq9ITwE-K1PQoj7QBPCDBK9FAdtRk=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipO9cb-NQOirWPv8AmiZX4I_7lqCcG3_Yi9Ofkk4=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMyPyr9B-PFkBa93RF3ZQHVV10dydj0YkYCrxmA=w203-h113-k-no,https://lh5.googleusercontent.com/p/AF1QipNq5XtxXrhB3x4p_daVaVqjwcXzEBFwxK2mJZDf=w203-h126-k-no,https://lh5.googleusercontent.com/p/AF1QipOLhQYpkgEXzYeQmHblVqB7uNqAIPnEcnoDiyMw=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipN5aIEdNjVerNW2Wcb1Nh1NkIt8iLu4wOhXXFYO=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNSwe-5TAsrGBSCOWM_n-xQZZfhebzcE7XJ_Png=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNfsLiyEar6KoI_3g_cRlogx5E4rqKydGzyQtc7=w203-h152-k-no
Arty Loon,Las Vegas,NV,34.1054228,-118.1308386,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNSn8c1p5E4bZBXK-C1w2DxlRdWYP1T0MeDKLeD=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOMUTi2DDywk7MdbxpVrnF7R-CHq5LmnFMxnK3x=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNlp_DR1mAugmUWDrKPS2ufbaxIXz1YJhtcigJ6=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNKHgMLlPnMB8QlGhlMyEp_py7ZPYr_3GoWgBJE=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipO_I8Pyhf1KzML0tkon3j9fVMMXqztAu7-YaIAr=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPahXVk9gEqlDHghHfabULJT5NPfnGIT9gXfLdL=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNppTkGjD_OJhepz8S9fuR5ha8HSc24YWLn8ZRI=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNipyYWXK5gGW00O1xz2KQF8tik09MVpbaFGVfr=w203-h203-k-no
Rafael,Las Vegas,NV,34.0353099,-118.1850269,4.8,Magician; Entertainer,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPsoyg99HE6NeUGebk2iYDLctsSXSh0kEaIoeov=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPps6ZQl7DmRDElVrL-SAig5m3gHe4ZdpceneJI=w203-h271-k-no,https://lh5.googleusercontent.com/p/AF1QipM8AUBBLHY6NqY19UQflHdrh3tlEdjklQpDamGm=w203-h110-k-no,https://lh5.googleusercontent.com/p/AF1QipN74co82dEFOOkI8wCzrjMPfoQ0e3vHYhtlraym=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPLdpDRKRsqelitfupNgqZQ4dRMPYIEwJ2_4pYO=w203-h112-k-no,https://lh5.googleusercontent.com/p/AF1QipOcY0vWqht-Rw9xz9XDOsB5fpi9Hm75uQTg3l6U=w203-h117-k-no,https://lh5.googleusercontent.com/p/AF1QipN9cGICUdM9vJnv1v3M1fKxcYzhJQ_m4nD7QDbZ=w203-h115-k-no,https://lh5.googleusercontent.com/p/AF1QipPkx_7inuLZlJSlin7diSDiLXb-iANo88g_K9gX=w203-h173-k-no
Allen,Las Vegas,NV,33.8256055,-118.641338,4.9,Magician; Entertainer; Service establishment; Party planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNOQei1d_LFOzdP60BGjK2ZGSk0e82EPMII_HNX=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipM0GNIhbKH2iMN_U30WpwbOhF04LXbn59KQrGLT=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNjDTEjLfBmdX-s8cM0tBDvNAnsMNd1eIcawelw=w203-h439-k-no,https://lh5.googleusercontent.com/p/AF1QipOPye5jFJNa98T4QMxO4hKBGvfkCxmHnwcpN-9s=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPOak5s_nbUn8L8xTWoWFSeQJmtM5NSW3ZuA-1Q=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOZKWdRLvt8oGjXA9oWibjvmEl4yvM6_ZpVwS0n=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNJkEOismoLeAFHj9qKr4bCFxcIogskGvhXwJuI=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMSurAUIScP9395Gmri5FRMHQWpbbYr5q-KSxRl=w203-h270-k-no
David Minkin,Las Vegas,NV,34.1027432,-118.3271545,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMdt_ZZdYiX4hpJQLfkAMfPqCMs2cE8FYzngNi5=w203-h283-k-no,https://lh5.googleusercontent.com/p/AF1QipOsjQc2dynn3GAdHMhk2aGo7dqeKykl39xtf7oL=w203-h134-k-no,https://lh5.googleusercontent.com/p/AF1QipP2ypecAswJE7LG0XSbkREMZOOrEhIY0HtDuPk6=w203-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipMpESYzrlGb7gX-QxVTCHCTR5ylmVb-_I8erSEI=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNf2sCapd3WQdUUDB5tWMZTVYWvlJrt1Zrb2QOH=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMEcoApoDpPs5gdo4XlXNpeWiuwmzWopajJUMqh=w203-h115-k-no,https://lh5.googleusercontent.com/p/AF1QipNQNudGX9JYsJ-8CfYITWy8NGT-S_Ok7bnjUa9r=w203-h192-k-no,https://lh5.googleusercontent.com/p/AF1QipNaFfIL9LzWDZvXDOJPBaVY1zX8F7WqoO6ebF-A=w203-h104-k-no
Joseph Tran,Las Vegas,NV,46.423669,-129.9427086,4.9,Magician; Entertainer; Service establishment,Tuesday: 9:30 AM–6 PM; Wednesday: 9:30 AM–6 PM; Thursday: 9:30 AM–6 PM; Friday: 9:30 AM–6 PM; Saturday: 10:30 AM–4 PM; Sunday: Closed; Monday: 9:30 AM–6 PM,https://lh5.googleusercontent.com/p/AF1QipMNS1NY3Fo0y3B7z4Hc9QfkcPUnkgEzwmnCE8EF=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPjBml3occvY_jrcrFGn82k2r8X_Y-zjIMT2DzT=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipO_1nFBGxFQfXKge7LkHQuhsrERm--IHJMhWi7_=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNrLmh2bXtbPIW-wCEKyaYa3y8pSXJKP0nuJv4U=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOjldvz4U-JbTYzc33UOw4hkw3BulQIF2ltM669=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNcrnpWyYJeJvSH-sS7nK1ZQf9eDwS39ra3ZDjn=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOeNcW7h0bZHKgEchOp37AKG9tEDeJeIS-8BSF4=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipML4jNpbtiwcWyxF3T0hLY3TfJ4Y_ZXuO9UOekj=w203-h135-k-no
Zach Waldman,Las Vegas,NV,51.2072,-79.5417226,5,Magician; Entertainer; Entertainment agency; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOkli6pUShOLIHh311F2YPixhbZAJgxodjflwHj=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMFNJI2Cqwvz2oLJwKi5TqanwKrqMLWLhuexYlV=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNKUqdlyZOpqN4RLowIwZRaVM-LU3b29SWE2YjR=w203-h300-k-no,https://lh5.googleusercontent.com/p/AF1QipOd6qa8TkzC8Sx5S7CVKMcB6PpKR7HnsF2-1vxc=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPFewkyGgVWxKd-BhgYt_kGj61rmJ9cMYJ47H_e=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNH6YXh_-bixEVkcGZMcniY9-jNaEUMb-9a2l6b=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOWn13KH4EdfjPiBKocey-94XX0XaTNqhRdi4YQ=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMQ7UwNxPLF-7J7IMxsz5-kUv-Qae-C413AH8LJ=w203-h152-k-no
Jeff Black,Las Vegas,NV,35.7276779,-119.744812,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipObj9P15mWvueT3kYuvp5lhhFvm9MQYqsdb74ar=w203-h136-k-no,https://lh5.googleusercontent.com/p/AF1QipNylKBVjq9R76ZljOtDf6MLzMi1c7Si5_xjm6FE=w203-h129-k-no,https://lh5.googleusercontent.com/p/AF1QipMlzG3vY6MPUs3IgjA58YXIBFVVq3FLrKoPihCV=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMoK_8PConn-pqW7dZB5Js9Px56yJc6oZey2A-h=w203-h142-k-no,https://lh5.googleusercontent.com/p/AF1QipMLEd7Rv2jZfqafRLZgsxYqhx8Z8a09FYmRyUGg=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipN7uNvg8P3HWGaKaBpIhzmpSU4Th5EaLPxgi-S6=w203-h140-k-no,https://lh5.googleusercontent.com/p/AF1QipMNdX_Rx-lWih0py32bTiR9hQrWjsMgzIcYBiXu=w203-h125-k-no,https://lh5.googleusercontent.com/p/AF1QipMVPiIeMh6kCE88sWkjMOi0BF_FkArZ0kQIEJ6A=w203-h133-k-no
Riccardo Berdini,Las Vegas,NV,33.8660865,-98.4165515,5,Magician; Entertainer; Service establishment; Event planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPteLjmJrb3HcFVKIV4BG3UOOJUMJXUQIeA4iAJ=w203-h220-k-no,https://lh5.googleusercontent.com/p/AF1QipNY7HSLzDLKlK0jD5lspy9xOSoM2R4tLd1E02Lf=w203-h117-k-no,https://lh5.googleusercontent.com/p/AF1QipNHuII9v10UxN_LSJ9m9HNWoDBSjH3_LjC4Ls7s=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPvmOP3X0y4rFzqB0lbJ7oSB1Mw_5liTYqqfBc9=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOo11XzXmMlpk5OBWCGBKxl3l_kVtHhUDMnwXMv=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPjMDsn7wtYXuxtHzDV585SFNSePL42nOAwLWqX=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMjLFEAMNIMsUFW74oKiX38GYsXbmWq-l5_JOYu=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipPtY2vdGT1Y47C3UwbNiR04JtTvnDS47mHxqkwb=w203-h113-k-no
Jonathan Molo,Las Vegas,NV,34.1045823,-118.3417728,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipO6-8p3fkZFzkpvpL3VV-Bk-DIBSnCKpYn_EGln=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipM5226yXW5Fo_0yuz1H_2wunRehSsulu7hJ9WXW=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNhmjqXK22DSEqHHspFQbPA1j7VvbwbFPIRZCRA=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipO3Cy-C_2ywQAKYSF83uyousdIxOyX6hRMU-wMI=w203-h359-k-no,https://lh5.googleusercontent.com/p/AF1QipPDWo4JOziONJJi67IHc2Mi261rOjYft1WQ2mzX=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOPNsx0PJboPUjNLzRVlgtBBw9k2X-_YJWyG4tr=w203-h359-k-no,https://lh5.googleusercontent.com/p/AF1QipMU_rws01yprvvNU_pzarfsSg2YDbFEynclwYNW=w203-h359-k-no,https://lh5.googleusercontent.com/p/AF1QipPnA14aHFymC1b0V2s9pwt0qCQGG5b7_BQbvqp6=w203-h135-k-no
David Minkin,Las Vegas,NV,34.0497246,-118.2541501,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMqUXFIi-OLJvG8lrfO4eB32u6FFSytkKzrhmmf=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNgD1XgSplqdFT5iTcxirLBwj6IiAzdZIrL1pXn=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOrK-lbmdbiYdq4X1mpzb6e7CGsoR5jH9r8DNHF=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipMup0jISbeBa_YEBMn6u2Igy0iBDzPjNzeUAp1H=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOzfkq5U533jQuG8Pwi-FmF3cWX3YsKBi_6k57E=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPrDCYzj3K9HweWgtivkuFGp_N9YlWfQg4r0jb-=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOCXMqKVl9CBJkI-tHN70LfLLlkk9BB8fBdwC_V=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPNnbNr7zKKfIgyv9qJcE-dRqm2XMg27I2Fv1Bg=w203-h135-k-no
Arthur Trace,Las Vegas,NV,46.423669,-129.9427086,5,Magician; Entertainer; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMKrn1KEaiek5iygSIHLyBmb27v3_IbpnoWnYWr=w203-h125-k-no,https://lh5.googleusercontent.com/p/AF1QipNAy1C4JdZZ9QBeSCiiAaf1BOHnIpp6VXjiNtwY=w203-h138-k-no,https://lh5.googleusercontent.com/p/AF1QipPuMT-xSkiKnlOPfaJRfezh2CdMjxc0f1LxH8J1=w203-h115-k-no,https://lh5.googleusercontent.com/p/AF1QipOWkb8_07cq7sFLVJzS51-closcJahwyZ7vlL3V=w203-h119-k-no,https://lh5.googleusercontent.com/p/AF1QipM-tXFvFSTrGlqhoHOytUeJJCOrXpGuOnFAhrga=w203-h119-k-no,https://lh5.googleusercontent.com/p/AF1QipNVHLn94fcaNxUe3DLr-yynfrIRDfkV36iKbMwb=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipM8FwoRPsxlLeCUSOOQklPbNqcAKdEmLsLg2RrK=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipNoLYArx7jOgQnAMAL306vpv7FalawRs_9pmDU5=w203-h135-k-no
