name,city,state,latitude,longitude,rating,types,working_hours,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8
Adam Wade,Los Angeles,CA,33.295628,-96.287588,5,Magician; Entertainer; Entertainment agency; Service establishment; Event management company; Event planner; Party planner; Wedding planner,Tuesday: 8 AM–11 PM; Wednesday: 8 AM–11 PM; Thursday: 8 AM–11 PM; Friday: 8 AM–11 PM; Saturday: 8 AM–11 PM; Sunday: 8 AM–11 PM; Monday: 8 AM–11 PM,https://lh5.googleusercontent.com/p/AF1QipP-kP30L1VD5xbElRtNydjpUZeY6xMkyTp5QE1t=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMlXXyLWBo41PCWkIlV8tGUwfjjQ2MmfmJIlKXQ=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOgcRrJ1eOAZrmHJgqqtINN5dubjeRWbFECtfQp=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipPUxq0uFmMAGNAgeUsI6SG-TYcyugs3hkHQRPBU=w203-h253-k-no,https://lh5.googleusercontent.com/p/AF1QipMCQS7WnlU2XmvmFsKelU2S5Gzxn_h8uct4mPjD=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMs31SNYjqaXX-AARX9X_c8T3Xj1CmCobnwtoy3=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOsZ7hecUQBV34mag3q9Rhmle1sXfozguKqGA1Q=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPNVY9tf1Aud3OnhNA2dWYvBVndaYFxfjqOTMyT=w203-h253-k-no
Ali,Los Angeles,CA,25.7631534,-80.1918983,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPBRCufKRsF09HCpoaHLPNLMQZTQmo-tN3Lgj6c=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPuvgMUdhvLfXYUsUCZfSyXByLk4SeFly2HX0Ln=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOraQHceIzvWYrRGoOSJz_yRDEAaCkmrhzUSVx1=w203-h269-k-no,https://lh5.googleusercontent.com/p/AF1QipOR5-SqVYLTr8i3Ewm_DVVFtdc032XijKAzR11d=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipO_i9pPY7rkj9UXkeDMrvF2IKZIyrXNhGGhtcyk=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipM-m3bC4P-IVjHDxDaAcVV8NHV0WKVwu19ekZwH=w203-h304-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QCkSBUJfXc4E2mmCBoa7jQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=290.2502&pitch=0&thumbfov=100,
Winter,Hermosa Beach,CA,25.910924,-80.238113,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOA1R4jQdphyYzE6dyxCoCOTDeqVGQOq0U1Is-H=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNOnB_6p27qUTh4hNYdOGjnFdJNsC8Z58Tdfpot=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPPZKa4ZGdpWDXdNRvm-O0-TXfoBXIDnmsgUSoa=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMr-8_v0jLGg_yeCSOqvtYd2AIdwj1qhwsG108T=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipP4p7Mnx0Voem7nhUuYUjpngJQsPsmpOICoN8Kn=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMBZGIn61S6NWqO45dSr8OXWhNx91-f6Bk5tT0J=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOywEUikduDARBkdOI4ua-fYuDCrX2Xu0nin17W=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOP5LxcvT2jdhthm36614-RFbju712KXS7o8JUN=w203-h152-k-no
Marti Mill,Los Angeles,CA,25.8643313,-80.1244558,4.9,Magician,Tuesday: 8 AM–11 PM; Wednesday: 8 AM–11 PM; Thursday: 8 AM–11 PM; Friday: 8 AM–11 PM; Saturday: 8 AM–11 PM; Sunday: 8 AM–11 PM; Monday: 8 AM–11 PM,https://lh5.googleusercontent.com/p/AF1QipMtY9IdjLQGFrtHsKZ-KfYBIq2LtjoKU0hNjs2C=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPllwKIn2YRnKtgSnpGaTQoRBz7L8mpVXeNYZxx=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipO7kPBjP6wVJFsqmnfRGQNnVaUf0RhmPkCo4Llv=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipOr5fHnh3SLxIBIFcALgsY0FK7VF5DO7HzHWo7u=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMBiQhwnu3SDzHSAOnyhy6R7b5yLoEfVLrCL6qu=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNDF91czSFq2mkH2qGXa2ZZbK2tgRNxNRS2uDtz=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNz770bYWSyAPpTklJtVdqjnKjvpYUgOF2VXkOG=w203-h361-k-no,https://lh5.googleusercontent.com/p/AF1QipORZ9pQOcfHuOlwzNBm8-ObS1KwM3HhRhBisyIP=w203-h361-k-no
Dangerfun,Granada Hills,CA,25.8732215,-80.192359,5,Magician; Circus; Entertainer; Entertainment agency; Talent agency,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipN5YN6_odX8AGxFs-MqecaPX08MfnqkMphCdeWA=w203-h139-k-no,https://lh5.googleusercontent.com/p/AF1QipMmXiu8UVZN4NzIibLKVefbbCG6yBoFM4Q29TOP=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipPSKCYhXWE5kyeZg2Rf32l6j3bNeMKGIRe1DroG=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipP9u1khT5BRlXiZieb0Lb8cHgIACy_ZeKuDqXsr=w203-h132-k-no,https://lh5.googleusercontent.com/p/AF1QipPm5CJ7dyqgiWl-Mk-SeqP_tC5bJuHyOOv5Wlqk=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOk9JuQPnPD6RlOWgSAUoscseFzCXNxiXJLPyVT=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMN4autk34_dShHC5RpHyUoJcQNfhvUIi7WcvnM=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipN4FeBQLo5H8zHqiaMzOCmRUBfXiQVPAYLkoNoT=w203-h114-k-no
Rene,Los Angeles,CA,26.0322945,-80.4482804,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPx3T3vVXmfeZPmtKcv5Uw8EZv0gYZ0abYwpoH6=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOB865X6vRrYgUvRCVvAJq2PXIy3Va8BEH5J4AU=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPEsipzhJ6OBDcW4lxDuCx7U0xAB5qa1n96LwbQ=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipOXJQoF4zpO4noO_lSPeskQ-CxUQDQz5CH3DUt1=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOY32vI-8I7u1ZPILvKoMFJRXYHHmHuMLpQqlOI=w203-h153-k-no,https://lh5.googleusercontent.com/p/AF1QipPjvvZ6p9_aUxHu6BzRZ0UZPflquQxU_Nqz3WP_=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPcEK00fvqKzv9dNCn710Gr2vifjiO2QndOMVPX=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNgYhZc9SypuaRQ5_N-UJ9C4PNBNZpnTyyY4JF6=w203-h360-k-no
Adam,Huntington Beach,CA,25.7824075,-80.2294585,5,Magician; Service establishment,Tuesday: 9 AM–10 PM; Wednesday: 9 AM–10 PM; Thursday: 9 AM–10 PM; Friday: 9 AM–10 PM; Saturday: 9 AM–10 PM; Sunday: 9 AM–10 PM; Monday: 9 AM–10 PM,https://lh5.googleusercontent.com/p/AF1QipPzwJBK5SQoUrrC2TQNkpN7yw38uZaEkrlbWS38=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNgZvqIAcol7Q6SHpdw7fZtz7FXndNptVRuxA7E=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOJL6By1s-yQm2gALouSTA0MgZTbPgl5-4xy8f8=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOlDwO-IppnPjvudHxTlpw5PQR6RrZTygv_c1PZ=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipO2ndVMu5ZrJo7HLXSuYJAgPinQip8bs0piaXcf=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipN6O5X0cml51UjD0_wWmNGzQni00mM97QH903Zu=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipM3YPOjetXvyFo2eAfpaffp_hywlYzPyluEt3xM=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMiv8cTA9KDsMTxu-465GNCXG04fF3wVjOLqkVw=w203-h360-k-no
Davit Ro,Winnetka,CA,25.967105,-80.1356401,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPgZt6Pm28HJNWDid_t_bxWby86Wr2UfO3jTVD1=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMkLO_t6W5CwFnORN4hGFdwsl9sKqgMm-59U_tO=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOQcyve_WUF0qSSw9CX6y2kyTl3262Px62vJkQE=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNwGooiFB6XT_xgWw57xVKbHlq_49TzJTX6L5tY=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPgx_ai1VH4KcGean9LKeR2VoFlihA-uTvruhl3=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipMgHbi1U9RH0Slzni-5WqYRC8gKUvzM4byKP8w1=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipNdmQCeLwWWlY0AkVVrN3ljC1x89teJ7oKswm6j=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipONtja8JTXY84KdI0b1Lncq1q8kM1xCkqbuWwGc=w203-h360-k-no
Andy,Los Angeles,CA,25.7714113,-80.1895956,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNQISSzDDddrjm1yWHxq9xMWbvG4Kzp4TC7MAxt=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMSX0Fyq1wrhqcWdp-jF9kr6LchbdwXNf4Panx-=w203-h109-k-no,https://lh5.googleusercontent.com/p/AF1QipMuZvYAsMG0-vt5jJvPCaKr18iRt9Iy28LwcWLc=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipOs_LtOltGCTazKGdzgUsk-_s4tYfNnw4FJ8rlt=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipNdA-0shD1lIJqHSFexw09fVOSkX5wgOHrsc2-0=w203-h434-k-no,https://lh5.googleusercontent.com/p/AF1QipMXJkLYAQLd-8l3JuoXMij3zj_6qWqtpVWpOUmw=w222-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipOVBakzwLAT1Pbij6F1E6cgN2Y47E0jEAccFmfd=w203-h450-k-no,https://lh5.googleusercontent.com/p/AF1QipPCL3hicW6XAfMZ4W6-QYmOH4LZqOyHaEaEtrpJ=w203-h270-k-no
Magical Shows,Studio City,CA,25.3759275,-81.5013765,5,Magician; Service establishment,Tuesday: 9:30 AM–7 PM; Wednesday: 9:30 AM–7 PM; Thursday: 9:30 AM–7 PM; Friday: 9:30 AM–7 PM; Saturday: 9:30 AM–7 PM; Sunday: 9:30 AM–7 PM; Monday: 9:30 AM–7 PM,https://lh5.googleusercontent.com/p/AF1QipPy-EbL2RSr97RCxwbJ5WeCtRS0MtGkDmt5ywg8=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipPqTsUvEHyxwAaZ7g_iftVEZI4i1po67AB8fdGb=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipM9slwucDWAgziNThsUywewbDzlUN6I2vBXgjHo=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPTQ8ara38HN8ncJfMunmanwz0ChTxrqdEqbH7t=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMab_oqEVq_4wnEuR8tCbVJIRK07Esv4RGx_LKZ=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipNAiFxwX43WyF7VXV2W90xG4hMyYq5aDpwDg1W8=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipOkV6-309kgQdzHw4nvbjQHJNGbowb7lNU1s5Oa=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOu2kpLomCnInwaEJJcLT0AYQXaTCWCQ-G9n02q=w203-h152-k-no
Magic Jack Maxwell,Los Angeles,CA,46.423669,-129.9427086,5,Magician; Entertainer; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNkJAS1ySVLKyZN4bFAJTYy7E6vJ6QYlm71AN0-=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipNX1v-zo0lag9OJY7yE3u5OIFGGW7yH2zEGTmnP=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNjTR-osbDqA-2zBZn4Qt5kyovg5zDJYfDK0egi=w203-h253-k-no,https://lh5.googleusercontent.com/p/AF1QipNfoPIEWuMVrQ0422pucN7UYSQfRCMumOObTQeL=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNziRQLB--uu0hhhp6b4Da4RicnRFpqtYPFncF4=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOetnVQoUxnDUIUlFwct07lpJjKKPRO034Vh766=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOXzX8H_ZwIbCiU_4p3icPXRF9Qvq1y5xOryBzd=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipN9iOQxXDwqok9bz8q3RrKt1GABvBvcyn5EMSkl=w203-h270-k-no
Unlimited,Los Angeles,CA,25.7583808,-80.225919,5,Entertainer,Tuesday: 8 AM–10 PM; Wednesday: 8 AM–10 PM; Thursday: 8 AM–10 PM; Friday: 8 AM–10 PM; Saturday: 8 AM–10 PM; Sunday: 8 AM–10 PM; Monday: 8 AM–10 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VRBv_9ZXQiG299_TMfkvXQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=4.2714996&pitch=0&thumbfov=100,,,,,,,
Miami Magician,Gardena,CA,25.7178546,-80.4626047,5,Magician; Entertainer; Party equipment rental service,,https://lh5.googleusercontent.com/p/AF1QipP5rXM8dj6Oj-JtNG97DyGytxd1xF2uWNaQz-lV=w203-h203-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yC1F9dFpy2k_iURVZlFdTw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=184.0442&pitch=0&thumbfov=100,,,,,,
Magician,Los Angeles,CA,25.6765688,-80.4331113,5,Magician; Entertainer; Entertainment; Party planner,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bPcIsLEjsYZNc4plsDnFyw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=246.62807&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipPSU5v1OZU5sfOts-VI89xL2Z0cqS8CRGbgkhM2=w203-h270-k-no,,,,,,
Mio,Beverly Hills,CA,25.8016794,-80.1257921,5,Magician; Entertainer,Tuesday: 9 AM–5 PM; Wednesday: 9 AM–5 PM; Thursday: 9 AM–5 PM; Friday: 9 AM–5 PM; Saturday: 9 AM–5 PM; Sunday: 9 AM–5 PM; Monday: 9 AM–5 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_ieoP5f5YX8O5QVLzXs2pw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=96.00511&pitch=0&thumbfov=100,,,,,,,
Magic,Los Angeles,CA,26.2189615,-80.2362855,,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,,,,,,,,
Magicians,Santa Monica,CA,25.7824075,-80.2294585,,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,,,,,,,,
Ziggy,Hollywood,CA,25.8642735,-80.1258908,4,Magician,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2_SQPnTZjRRkLEmi_BPjnw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=316.48807&pitch=0&thumbfov=100,,,,,,,
Magic City,Los Angeles,CA,25.7767796,-80.2569271,3.9,Casino; Amphitheater; Comedy club; Event venue; Sports complex; Tourist attraction,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNRw2T_wdhIfNEnwc4Wm0ZDPoBK60TQjg0BFRMD=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMJE8gTCnbddfVaaK-51Chw-CI4AEebSRTFNIEj=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNhrCtDFpl6FWV-_pzQy3LicXUhPUrr3gk7ZAYo=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOrffYJ-6KlGjMRIllHCrrL5kd-2ej_Kz-2c9bh=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMKAbaeW73lRDQBpovfY6Bq5qkaSVnH5aDIT3r3=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipP2ejXm7NiKpnP2UHBYnN2XcW9TJ1v1b-M5iW0A=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPSXfKajGg0RmE1ubxu8DeopOokCde4NeTdmpxj=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNNHfuYqvfdDD1sClDefoFv-MPQpT7pIAungZh7=w203-h152-k-no
Magic,Los Angeles,CA,25.7824075,-80.2294585,,Magician; Service establishment,,,,,,,,,
StepFlix,Beverly Hills,CA,25.7599996,-80.1891629,5,Entertainment agency; Children's party service; Circus; Dance company; DJ service; Entertainer; Event planner; Magician; Musician; Wedding service,Tuesday: 10 AM–5 PM; Wednesday: 10 AM–5 PM; Thursday: 10 AM–5 PM; Friday: 10 AM–5 PM; Saturday: Closed; Sunday: Closed; Monday: 10 AM–5 PM,https://lh5.googleusercontent.com/p/AF1QipMtJSZY0oqOui3LjxfZIbVnUSkotbIpZXJmKNVP=w203-h229-k-no,https://lh5.googleusercontent.com/p/AF1QipNt1Yb-lCdXxvg8nY4FYrkFj1-HjQvC55yZr4By=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipN8xfthETHxVej_GBy8w9C0_MzkX-3ELvvkfOsk=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipP78n7EiMojMXhMMqIunU_G-mBtNk6OmZBLFPVO=w203-h250-k-no,https://lh5.googleusercontent.com/p/AF1QipOXfiUJMR8-9hSn8kTl6PTjf59P_v4hlBZZz1Pk=w203-h253-k-no,https://lh5.googleusercontent.com/p/AF1QipNb8Kydlkt6DA8dzupwzre2zkeJLTcYbJk-2JKv=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipOor4lfYamGJc3I52t68nBrAfkiYWMYWyV2MdPP=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMi6-qiP5Tjtt0_tXurrHova7IqC3mlv3xpFxf7=w203-h270-k-no
Dan,Sherman Oaks,CA,37.9730234,-121.3018775,,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMmbKcuLO2BNuoqB7Y0BMVQwCm3Av80sahZyHyB=w203-h270-k-no,,,,,,,
Amarres de Amor,Los Angeles,CA,25.7500177,-80.4006783,5,Psychic; Astrologer; Fortune telling services; Magic store; Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMqcCtEqZ_miS5Zgd2DQZi2hrgYwcX-XmS0i_Xl=w203-h239-k-no,https://lh5.googleusercontent.com/p/AF1QipOyMKEvcn5RqC0t4hF5-wJKr0h4YRTLYNu5FECu=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipN1fDX1r3pztmkCqbpADJEn6SnujwEWjfVUzMES=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPjo-dyd5-WKUN8iOlIG8FN68q25GSBEtzlrQX2=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMZnadofI0U8jLblgeLss77finpwNJWgiD13aFm=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNl9JLviFpVduNJuXMxB_R3I4rH8q4uXaVYuQYa=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOIjpGKsaMdQHzewBQMazldOv2zBn8-rE7DDHaB=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPwDgs0gHT8PCAh6OvqzewWt8gfEq0GEGiDoI7i=w203-h114-k-no
Yombu,Los Angeles,CA,25.7670892,-80.1853742,5,Magician; Balloon artist; Event management company; Event planner; Children's party service; Party planner,Tuesday: 9 AM–5 PM; Wednesday: 9 AM–5 PM; Thursday: 9 AM–5 PM; Friday: 9 AM–5 PM; Saturday: Closed; Sunday: Closed; Monday: 9 AM–5 PM,https://lh5.googleusercontent.com/p/AF1QipOo_GvdbkX0gLGiSRECcmp8R2Bgh9rNm9pgTSTF=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOUe7xs1bBh0SJT392uny49x0qV_L82b2FgNFTw=w203-h131-k-no,https://lh5.googleusercontent.com/p/AF1QipPRQKUASDWBrArcTK6D1qlfqhHuDXZnhR9O5sgR=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMOmacAHUJhgrBpb6rmJS_Q5LfpzZa_C7ScSrHk=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOMQegVQwxMSSiq0c4CtFGtyZLAYX1h-7FWGgqL=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipNU4EQj3ZVALmvvwZWrS6UL-z2Wkib00oSthOnc=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMcrdaMOlOdEuy_p5SGWtHeVxQtcU3EvujvIcc1=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOwwDM6ghCNjtJGg2eVt5AnK6YplYSJkOiCzUEW=w203-h203-k-no
V.O.K.,Los Angeles,CA,25.8786763,-80.3403002,5,Magician; Balloon artist; Party planner,Tuesday: 9 AM–5 PM; Wednesday: 9 AM–5 PM; Thursday: 9 AM–5 PM; Friday: 9 AM–5 PM; Saturday: 9 AM–5 PM; Sunday: 9 AM–5 PM; Monday: 9 AM–5 PM,https://lh5.googleusercontent.com/p/AF1QipOahFeLa-R66CkxddBu9F1Fs4H-Lu9MrOekhA6M=w203-h304-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tFZfw-2d4nyLMEhP5YBrTQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=88.327095&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipPJdHyUvMIMtBJu-SzUV_3esBdlIcI_1PzNrCzx=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNghJ8ioDIVN2UrzIZ5U_LuvcL72hIczP5aiArF=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOHuXCZPFW_ZH__b2vXbktEGUGD3xu2xnYl7o9Q=w203-h135-k-no,,,
Fort Lauderdale Magic,Los Angeles,CA,26.1197837,-80.1389799,5,Magician; Comedy club; Entertainer; Balloon artist; Party planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Closed; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOg17PuQDx7_74J0NNUAJMmG3HjY_hBrlwfaQWD=w203-h361-k-no,https://lh5.googleusercontent.com/p/AF1QipNC2vordeBJnew3Gkq9IrRxerEvcR-eHMiccSMb=w203-h239-k-no,https://lh5.googleusercontent.com/p/AF1QipN8RqQOsYx5lj85dIzfe82uFGDsHl_yUAtgnie1=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPpE3Aru2h5NrFase7Qtw2WfIMmXgRLm2-EyzE7=w203-h138-k-no,https://lh5.googleusercontent.com/p/AF1QipOrtV07L8tKZspCF6d_sXZ-Rss8gZq6PcJ7yAzb=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOepxmfVeu0fafHpJp8AidwNZ8LiXuyD5imxSnI=w203-h169-k-no,https://lh5.googleusercontent.com/p/AF1QipMaOVrr14dzX_bo8iEqWEZ8JveFWLmokbbC2H87=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOO_IsesgvdmHx286cOc8OvWLegbULB-1-hmuvc=w203-h135-k-no
John B.,Alhambra,CA,25.767898,-80.1923013,,Magician,,https://lh5.googleusercontent.com/p/AF1QipNC5BzUuKQIG7a5d8PlUujYPkv1M2Qipk8zsXSC=w203-h308-k-no,https://lh5.googleusercontent.com/p/AF1QipOP7TW_hDuqChVKQG3L5mMf52bZ3R9FvAsUvmvN=w203-h155-k-no,https://lh5.googleusercontent.com/p/AF1QipOD3aX9VRybnn8JM0_rTacqL_GnrodPLKGUvv1r=w289-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipPvVahGRAB5fTB0B8w1AMfrP3xjnP-DX5U2xKLk=w203-h309-k-no,,,,
